Date,Domain,"Ad Size","Ad Requests","Matched Ad Requests","Fill Rate","Estimated Net Earnings",eCPM
2018-01-21,photoshoproadmap.com,728x90,4750,96,2.02,0.12,1.22
2018-01-21,johnpavlovitz.com,300x600,640,77,12.03,0.12,1.52
2018-01-21,thecentsiblelife.com,300x250,7565,82,1.08,0.12,1.42
2018-01-21,delishdlites.com,320x50,496,120,24.19,0.12,0.97
2018-01-21,cookwithkushi.com,728x90,1973,58,2.94,0.12,2.01
2018-01-21,pinoyrecipe.net,300x600,347,71,20.46,0.12,1.63
2018-01-21,pneumaticaddict.com,728x90,2271,88,3.87,0.12,1.31
2018-01-21,thepainteddrawer.com,320x50,3367,128,3.8,0.11,0.9
2018-01-21,simpleethrifty.com,300x250,6155,84,1.36,0.11,1.36
2018-01-21,cookingforbusymums.com,300x600,298,69,23.15,0.11,1.65
2018-01-21,whatsurhomestory.com,300x250,2337,49,2.1,0.11,2.32
2018-01-21,trimestertalk.com,300x600,576,87,15.1,0.11,1.31
2018-01-21,thewonderforest.com,160x600,334,96,28.74,0.11,1.18
2018-01-21,jennycollier.com,320x50,3981,119,2.99,0.11,0.95
2018-01-21,neathousesweethome.com,300x250,10574,106,1,0.11,1.07
2018-01-21,divinelifestyle.com,300x600,453,128,28.26,0.11,0.88
2018-01-21,personalitypathways.com,300x250,3527,60,1.7,0.11,1.88
2018-01-21,mywomenstuff.com,300x600,504,120,23.81,0.11,0.94
2018-01-21,marvellous-provence.com,160x600,1507,49,3.25,0.11,2.3
2018-01-21,measuringflower.com,320x50,3858,134,3.47,0.11,0.84
2018-01-21,waterheaterleakinginfo.com,300x600,458,57,12.45,0.11,1.97
2018-01-21,simplesewingprojects.com,300x600,415,53,12.77,0.11,2.12
2018-01-21,getcreativejuice.com,320x50,5800,102,1.76,0.11,1.1
2018-01-21,thestay-at-home-momsurvivalguide.com,728x90,3720,62,1.67,0.11,1.81
2018-01-21,refashionablylate.com,300x250,3728,103,2.76,0.11,1.09
2018-01-21,recipesforourdailybread.com,160x600,861,117,13.59,0.11,0.96
2018-01-21,mobilehomerepair.com,320x50,5726,63,1.1,0.11,1.77
2018-01-21,fractuslearning.com,300x250,12836,113,0.88,0.11,0.99
2018-01-21,cozycountryliving.com,320x50,4529,110,2.43,0.11,1.01
2018-01-21,fractuslearning.com,160x600,663,97,14.63,0.11,1.14
2018-01-21,lifeafterlaundry.com,300x250,5394,77,1.43,0.11,1.44
2018-01-21,jennycollier.com,300x600,385,61,15.84,0.11,1.81
2018-01-21,suburble.com,300x250,9417,79,0.84,0.11,1.39
2018-01-21,vgamerz.com,320x50,1918,112,5.84,0.11,0.98
2018-01-21,theabroadguide.com,300x600,426,66,15.49,0.11,1.66
2018-01-21,apronstringsblog.com,300x250,10665,50,0.47,0.11,2.18
2018-01-21,pneumaticaddict.com,300x600,384,60,15.63,0.11,1.8
2018-01-21,raegunramblings.com,300x250,5890,74,1.26,0.11,1.45
2018-01-21,inspiringsavings.com,300x600,538,48,8.92,0.11,2.23
2018-01-21,noshon.it,160x600,554,86,15.52,0.11,1.24
2018-01-21,thedistractedmom.com,728x90,2961,51,1.72,0.11,2.09
2018-01-21,noshon.it,300x600,580,91,15.69,0.11,1.17
2018-01-21,theavtimes.com,320x50,2469,127,5.14,0.11,0.84
2018-01-21,naivecookcooks.com,300x600,509,74,14.54,0.11,1.44
2018-01-21,yesterdayontuesday.com,300x600,424,53,12.5,0.11,2
2018-01-21,produceonparade.com,320x50,5316,101,1.9,0.11,1.05
2018-01-21,sixsistersstuff.com,300x600,2065,91,4.41,0.11,1.16
2018-01-21,aproverbs31wife.com,728x90,1638,61,3.72,0.11,1.73
2018-01-21,divinelifestyle.com,160x600,354,93,26.27,0.11,1.13
2018-01-21,makingofamom.com,300x250,5223,74,1.42,0.1,1.42
2018-01-21,kommineni.info,728x90,9133,82,0.9,0.1,1.28
2018-01-21,findingsilverpennies.com,160x600,447,90,20.13,0.1,1.16
2018-01-21,peekaboopages.com,300x600,404,60,14.85,0.1,1.75
2018-01-21,cornerstoneconfessions.com,300x600,362,68,18.78,0.1,1.54
2018-01-21,gourmandeinthekitchen.com,728x90,2151,62,2.88,0.1,1.68
2018-01-21,clairebrodydesigns.com,300x250,10497,52,0.5,0.1,2.01
2018-01-21,ldsliving.com,336x280,1389070,63,0,0.1,1.65
2018-01-21,thechroniclesofhome.com,300x600,845,84,9.94,0.1,1.23
2018-01-21,lemonsqueezyhome.com,300x600,292,55,18.84,0.1,1.88
2018-01-21,ohmydish.com,300x250,7757,163,2.1,0.1,0.63
2018-01-21,cornerstoneconfessions.com,320x50,270,73,27.04,0.1,1.41
2018-01-21,momsbistro.net,320x50,2082,72,3.46,0.1,1.43
2018-01-21,housewivesofriverton.com,320x50,2521,120,4.76,0.1,0.85
2018-01-21,myuncommonsliceofsuburbia.com,160x600,2011,65,3.23,0.1,1.57
2018-01-21,momitforward.com,300x250,4764,58,1.22,0.1,1.76
2018-01-21,naivecookcooks.com,728x90,3835,83,2.16,0.1,1.23
2018-01-21,hotairfrying.com,160x600,832,89,10.7,0.1,1.15
2018-01-21,thenerdswife.com,320x50,4685,102,2.18,0.1,1
2018-01-21,bitterempire.com,728x90,3750,75,2,0.1,1.36
2018-01-21,waterheaterleakinginfo.com,160x600,299,54,18.06,0.1,1.88
2018-01-21,allthingsgd.com,300x600,351,59,16.81,0.1,1.72
2018-01-21,allthingsgd.com,300x250,10250,62,0.6,0.1,1.63
2018-01-21,lets-get-together.com,300x600,656,79,12.04,0.1,1.28
2018-01-21,whiskaffair.com,728x90,6025,89,1.48,0.1,1.13
2018-01-21,designimprovised.com,300x600,512,50,9.77,0.1,2.01
2018-01-21,myuncommonsliceofsuburbia.com,300x250,11136,93,0.84,0.1,1.08
2018-01-21,pneumaticaddict.com,300x250,5560,90,1.62,0.1,1.11
2018-01-21,aplaceforpitbulls.com,728x90,5736,64,1.12,0.1,1.57
2018-01-21,andersruff.com,160x600,243,54,22.22,0.1,1.85
2018-01-21,onetimethrough.com,160x600,287,55,19.16,0.1,1.81
2018-01-21,ourthriftyideas.com,300x250,4700,87,1.85,0.1,1.14
2018-01-21,thefitfork.com,160x600,325,56,17.23,0.1,1.76
2018-01-21,simplesweetsavory.com,300x250,4593,121,2.63,0.1,0.81
2018-01-21,ksitetv.com,728x90,4164,56,1.34,0.1,1.76
2018-01-21,theviveur.com,300x250,5154,116,2.25,0.1,0.85
2018-01-21,shwinandshwin.com,300x600,503,75,14.91,0.1,1.31
2018-01-21,yesterdayontuesday.com,728x90,1444,59,4.09,0.1,1.65
2018-01-21,fooddonelight.com,300x600,2724,69,2.53,0.1,1.41
2018-01-21,loveoffamilyandhome.net,160x600,398,57,14.32,0.1,1.71
2018-01-21,thisheartofmineblog.com,160x600,1270,50,3.94,0.1,1.95
2018-01-21,italianbellavita.com,300x600,326,43,13.19,0.1,2.27
2018-01-21,loveoffamilyandhome.net,728x90,2767,59,2.13,0.1,1.65
2018-01-21,entertainment-focus.com,300x250,4225,63,1.49,0.1,1.54
2018-01-21,pinoyrecipe.net,160x600,202,48,23.76,0.1,2.02
2018-01-21,fitting-it-all-in.com,160x600,512,64,12.5,0.1,1.51
2018-01-21,simplygloria.com,160x600,3445,54,1.57,0.1,1.79
2018-01-21,thecottagemama.com,320x50,1720,111,6.45,0.1,0.87
2018-01-21,thediyfoodie.com,300x250,7944,82,1.03,0.1,1.18
2018-01-21,tone-and-tighten.com,300x600,1087,120,11.04,0.1,0.8
2018-01-21,mynewestaddiction.com,300x250,8040,149,1.85,0.1,0.65
2018-01-21,thefitfork.com,728x90,1410,47,3.33,0.1,2.05
2018-01-21,fooddonelight.com,300x250,3853,82,2.13,0.1,1.17
2018-01-21,gourmandeinthekitchen.com,160x600,526,58,11.03,0.1,1.66
2018-01-21,craft-o-maniac.com,300x600,449,56,12.47,0.1,1.71
2018-01-21,onetimethrough.com,320x50,2443,99,4.05,0.1,0.97
2018-01-21,cloudmom.com,728x90,2181,72,3.3,0.1,1.33
2018-01-21,thesportsdaily.com,320x50,209,74,35.41,0.1,1.29
2018-01-21,lemonsqueezyhome.com,300x250,6343,92,1.45,0.1,1.04
2018-01-21,thecottagemama.com,300x600,716,83,11.59,0.1,1.15
2018-01-21,fabnfree.com,300x250,10304,52,0.5,0.1,1.83
2018-01-21,fractuslearning.com,728x90,5086,63,1.24,0.09,1.5
2018-01-21,chasethewritedream.com,300x250,5657,59,1.04,0.09,1.6
2018-01-21,thefitfork.com,320x50,2393,97,4.05,0.09,0.97
2018-01-21,jennycollier.com,160x600,353,48,13.6,0.09,1.95
2018-01-21,curiousnut.com,300x600,263,50,19.01,0.09,1.86
2018-01-21,spendlessshopmore.blogspot.com,728x90,1046,49,4.68,0.09,1.88
2018-01-21,jensfavoritecookies.com,728x90,1509,86,5.7,0.09,1.07
2018-01-21,drpsychmom.com,728x90,8368,111,1.33,0.09,0.83
2018-01-21,inspirationkitchen.com,300x250,4717,48,1.02,0.09,1.91
2018-01-21,shwinandshwin.com,728x90,3235,50,1.55,0.09,1.82
2018-01-21,babwnews.com,320x50,2905,84,2.89,0.09,1.08
2018-01-21,kommineni.info,320x50,13376,94,0.7,0.09,0.96
2018-01-21,tone-and-tighten.com,160x600,876,85,9.7,0.09,1.06
2018-01-21,hattifant.com,320x50,235,47,20,0.09,1.91
2018-01-21,simplyhappenstance.com,300x250,3025,64,2.12,0.09,1.4
2018-01-21,vodkaandbiscuits.com,728x90,5470,71,1.3,0.09,1.26
2018-01-21,gingersnapcrafts.com,300x250,4171,51,1.22,0.09,1.74
2018-01-21,glutenfreeguidehq.com,300x250,4007,60,1.5,0.09,1.48
2018-01-21,vintagevinylnews.com,728x90,1597,91,5.7,0.09,0.97
2018-01-21,diyfunideas.com,728x90,2909,59,2.03,0.09,1.5
2018-01-21,thechroniclesofhome.com,728x90,3801,55,1.45,0.09,1.6
2018-01-21,familyspice.com,300x250,4887,45,0.92,0.09,1.95
2018-01-21,lemonsqueezyhome.com,320x50,2456,69,2.81,0.09,1.27
2018-01-21,momitforward.com,320x50,1695,72,4.25,0.09,1.22
2018-01-21,thebakerupstairs.com,160x600,413,83,20.1,0.09,1.05
2018-01-21,onemamasdailydrama.com,728x90,1363,48,3.52,0.09,1.82
2018-01-21,produceonparade.com,160x600,354,51,14.41,0.09,1.7
2018-01-21,thoughtsfromalice.com,728x90,2107,57,2.71,0.09,1.52
2018-01-21,lets-get-together.com,160x600,559,60,10.73,0.09,1.43
2018-01-21,raegunramblings.com,160x600,560,41,7.32,0.09,2.09
2018-01-21,thecraftedlife.com,300x250,5441,49,0.9,0.09,1.75
2018-01-21,freshcrush.com,728x90,1330,60,4.51,0.09,1.43
2018-01-21,myuncommonsliceofsuburbia.com,300x600,247,52,21.05,0.09,1.64
2018-01-21,thestay-at-home-momsurvivalguide.com,160x600,314,49,15.61,0.09,1.74
2018-01-21,meteorologistjoecioffi.com,320x50,328,65,19.82,0.09,1.31
2018-01-21,onlinefanatic.com,320x50,268,68,25.37,0.08,1.24
2018-01-21,sowanddipity.com,300x250,5984,75,1.25,0.08,1.13
2018-01-21,shalommama.com,320x50,1487,67,4.51,0.08,1.26
2018-01-21,thewagging.dog,160x600,497,96,19.32,0.08,0.88
2018-01-21,the2seasons.com,320x50,2028,79,3.9,0.08,1.07
2018-01-21,1plus1plus1equals1.net,320x50,3617,98,2.71,0.08,0.85
2018-01-21,blackhairinformation.com,160x600,626,67,10.7,0.08,1.23
2018-01-21,mynewestaddiction.com,320x50,2280,78,3.42,0.08,1.06
2018-01-21,trimestertalk.com,160x600,439,72,16.4,0.08,1.14
2018-01-21,minareport.com,320x50,4223,96,2.27,0.08,0.86
2018-01-21,thepinjunkie.com,300x600,323,47,14.55,0.08,1.75
2018-01-21,cantstayoutofthekitchen.com,160x600,714,67,9.38,0.08,1.22
2018-01-21,dailycookingquest.com,160x600,361,50,13.85,0.08,1.64
2018-01-21,balkanlunchbox.com,300x250,7197,75,1.04,0.08,1.09
2018-01-21,modernparentsmessykids.com,300x600,533,48,9.01,0.08,1.69
2018-01-21,italianbellavita.com,300x250,8939,43,0.48,0.08,1.89
2018-01-21,thegoldensycamore.com,300x250,2972,70,2.36,0.08,1.16
2018-01-21,jennifercooks.com,728x90,1480,63,4.26,0.08,1.29
2018-01-21,cleobuttera.com,300x600,484,43,8.88,0.08,1.88
2018-01-21,vodkaandbiscuits.com,160x600,527,62,11.76,0.08,1.31
2018-01-21,happydealhappyday.com,300x250,8682,93,1.07,0.08,0.87
2018-01-21,vintagevinylnews.com,160x600,292,76,26.03,0.08,1.06
2018-01-21,aproverbs31wife.com,300x600,349,55,15.76,0.08,1.47
2018-01-21,fooddonelight.com,320x50,1411,72,5.1,0.08,1.12
2018-01-21,articlesphere.com,300x600,8248,51,0.62,0.08,1.58
2018-01-21,produceonparade.com,728x90,2861,40,1.4,0.08,2
2018-01-21,sweetteaandsavinggraceblog.com,300x250,5829,47,0.81,0.08,1.7
2018-01-21,crazyadventuresinparenting.com,300x600,279,46,16.49,0.08,1.73
2018-01-21,dreambookdesign.com,300x600,253,36,14.23,0.08,2.2
2018-01-21,the2seasons.com,728x90,1761,65,3.69,0.08,1.22
2018-01-21,simplygloria.com,300x250,6050,41,0.68,0.08,1.93
2018-01-21,workingmommagic.com,300x250,3813,42,1.1,0.08,1.88
2018-01-21,cuteasafox.com,300x250,5057,73,1.44,0.08,1.08
2018-01-21,wildflowerramblings.com,300x250,19237,82,0.43,0.08,0.96
2018-01-21,ksitetv.com,320x50,2728,65,2.38,0.08,1.2
2018-01-21,findingsilverpennies.com,320x50,926,84,9.07,0.08,0.93
2018-01-21,italianbellavita.com,728x90,2447,41,1.68,0.08,1.9
2018-01-21,crossingbroad.com,970x250,414,57,13.77,0.08,1.36
2018-01-21,foodstorageandsurvival.com,300x600,276,47,17.03,0.08,1.65
2018-01-21,marvellous-provence.com,300x250,801,33,4.12,0.08,2.31
2018-01-21,mobilehomerepair.com,160x600,661,55,8.32,0.08,1.39
2018-01-21,theavtimes.com,728x90,1029,28,2.72,0.08,2.73
2018-01-21,gingersnapcrafts.com,300x600,413,47,11.38,0.08,1.61
2018-01-21,apronstringsblog.com,320x50,2894,65,2.25,0.08,1.16
2018-01-21,thriftytstreasures.com,320x50,275,64,23.27,0.08,1.17
2018-01-21,wildflowerramblings.com,300x600,495,48,9.7,0.08,1.57
2018-01-21,kidsonaplane.com,160x600,278,30,10.79,0.08,2.5
2018-01-21,busy-mommy.com,300x250,3197,60,1.88,0.07,1.24
2018-01-21,foodstorageandsurvival.com,728x90,1871,40,2.14,0.07,1.86
2018-01-21,veggieandthebeastfeast.com,160x600,206,45,21.84,0.07,1.65
2018-01-21,sweetcayenne.com,320x50,1613,60,3.72,0.07,1.23
2018-01-21,crafterhoursblog.com,300x250,7232,42,0.58,0.07,1.76
2018-01-21,whatsurhomestory.com,160x600,1741,35,2.01,0.07,2.1
2018-01-21,thenerdswife.com,728x90,1620,32,1.98,0.07,2.3
2018-01-21,entertainment-focus.com,300x600,248,36,14.52,0.07,2.03
2018-01-21,thefrugalmillionaireblog.com,728x90,919,29,3.16,0.07,2.51
2018-01-21,ahomewithpurpose.com,300x600,458,36,7.86,0.07,2.02
2018-01-21,the-military-guide.com,300x250,5650,37,0.65,0.07,1.97
2018-01-21,missiontosave.com,320x50,1080,77,7.13,0.07,0.94
2018-01-21,veonoticia.com,300x250,12908,108,0.84,0.07,0.67
2018-01-21,articlesphere.com,728x90,3827,64,1.67,0.07,1.13
2018-01-21,imalazymom.com,320x50,184,52,28.26,0.07,1.39
2018-01-21,thewonderforest.com,320x50,165,57,34.55,0.07,1.27
2018-01-21,mommybunch.com,300x250,2472,61,2.47,0.07,1.18
2018-01-21,findingsilverpennies.com,728x90,1273,58,4.56,0.07,1.24
2018-01-21,sweetpenniesfromheaven.com,300x250,993,36,3.63,0.07,1.99
2018-01-21,gingersnapcrafts.com,160x600,244,30,12.3,0.07,2.37
2018-01-21,housewivesofriverton.com,160x600,1541,39,2.53,0.07,1.82
2018-01-21,thefrugalmillionaireblog.com,320x50,1578,65,4.12,0.07,1.09
2018-01-21,suburble.com,300x600,133,33,24.81,0.07,2.15
2018-01-21,hattifant.com,160x600,302,53,17.55,0.07,1.34
2018-01-21,divinelifestyle.com,320x50,1841,92,5,0.07,0.77
2018-01-21,whilehewasnapping.com,320x50,4238,70,1.65,0.07,1.01
2018-01-21,lovehomedesigns.com,728x90,1560,33,2.12,0.07,2.14
2018-01-21,shrinkingmomster.com,300x600,332,57,17.17,0.07,1.24
2018-01-21,myuncommonsliceofsuburbia.com,320x50,2909,61,2.1,0.07,1.16
2018-01-21,chicnsavvyreviews.net,300x250,7264,64,0.88,0.07,1.1
2018-01-21,penneylane.com,300x250,6011,66,1.1,0.07,1.06
2018-01-21,the-military-guide.com,728x90,3995,27,0.68,0.07,2.6
2018-01-21,neathousesweethome.com,728x90,1780,45,2.53,0.07,1.56
2018-01-21,thedistractedmom.com,300x600,359,50,13.93,0.07,1.4
2018-01-21,sarahhearts.com,300x250,1904,25,1.31,0.07,2.8
2018-01-21,savetosplurge.com,300x250,2207,31,1.4,0.07,2.26
2018-01-21,sergerpepper.com,300x600,373,42,11.26,0.07,1.66
2018-01-21,americanheritagecooking.com,160x600,671,56,8.35,0.07,1.25
2018-01-21,momitforward.com,728x90,1449,43,2.97,0.07,1.62
2018-01-21,bitesizedbiggie.com,320x50,2983,67,2.25,0.07,1.04
2018-01-21,lifeafterlaundry.com,320x50,1132,69,6.1,0.07,1.01
2018-01-21,prepared-housewives.com,300x600,314,33,10.51,0.07,2.1
2018-01-21,realityblurred.com,160x600,236,45,19.07,0.07,1.54
2018-01-21,instructionaltechtalk.com,320x50,974,59,6.06,0.07,1.17
2018-01-21,myleaderpaper.com,300x600,1043,47,4.51,0.07,1.46
2018-01-21,myuncommonsliceofsuburbia.com,728x90,2030,44,2.17,0.07,1.55
2018-01-21,adelightsomelife.com,300x250,2399,51,2.13,0.07,1.34
2018-01-21,thegoldensycamore.com,300x600,293,39,13.31,0.07,1.75
2018-01-21,simplyfrugal.ca,320x50,2374,80,3.37,0.07,0.85
2018-01-21,whatsurhomestory.com,728x90,886,34,3.84,0.07,2
2018-01-21,thoughtsfromalice.com,300x600,324,46,14.2,0.07,1.47
2018-01-21,mobilehomerepair.com,300x600,648,44,6.79,0.07,1.54
2018-01-21,apronstringsblog.com,160x600,2168,33,1.52,0.07,2.05
2018-01-21,thebellyrulesthemind.net,320x50,2154,83,3.85,0.07,0.81
2018-01-21,familiesgotravel.com,320x50,1391,45,3.24,0.07,1.49
2018-01-21,cleverpinkpirate.com,300x250,5114,70,1.37,0.07,0.96
2018-01-21,greenarrowtv.com,320x50,2092,72,3.44,0.07,0.93
2018-01-21,greenarrowtv.com,300x600,202,54,26.73,0.07,1.23
2018-01-21,whatsurhomestory.com,300x600,241,28,11.62,0.07,2.36
2018-01-21,michigansavingandmore.com,300x250,2432,50,2.06,0.07,1.32
2018-01-21,cantstayoutofthekitchen.com,300x600,1052,66,6.27,0.07,0.99
2018-01-21,freshcrush.com,320x50,2281,53,2.32,0.07,1.23
2018-01-21,crochetstreet.com,300x250,2317,41,1.77,0.06,1.58
2018-01-21,babwnews.com,728x90,2030,35,1.72,0.06,1.85
2018-01-21,vitamin-sunshine.com,320x50,3068,72,2.35,0.06,0.9
2018-01-21,revolutionradio.org,320x50,5060,99,1.96,0.06,0.65
2018-01-21,sofestive.com,320x50,3549,78,2.2,0.06,0.82
2018-01-21,cozycountryliving.com,728x90,1763,55,3.12,0.06,1.17
2018-01-21,panlasangpinoymeatrecipes.com,300x600,218,46,21.1,0.06,1.39
2018-01-21,sweetandsavoryfood.com,728x90,1786,34,1.9,0.06,1.89
2018-01-21,thecentsiblelife.com,320x50,1101,50,4.54,0.06,1.28
2018-01-21,prepared-housewives.com,728x90,1860,29,1.56,0.06,2.2
2018-01-21,themamasgirls.com,300x600,398,44,11.06,0.06,1.45
2018-01-21,girllovesglam.com,320x50,1984,72,3.63,0.06,0.88
2018-01-21,petswelcome.com,728x90,1591,30,1.89,0.06,2.11
2018-01-21,onlinefanatic.com,160x600,273,63,23.08,0.06,1
2018-01-21,newhousenewhomenewlife.com,300x250,3449,77,2.23,0.06,0.82
2018-01-21,joleneengle.com,320x50,347,22,6.34,0.06,2.84
2018-01-21,neathousesweethome.com,300x600,325,33,10.15,0.06,1.89
2018-01-21,the2seasons.com,300x600,271,57,21.03,0.06,1.09
2018-01-21,italianbellavita.com,320x50,3123,44,1.41,0.06,1.4
2018-01-21,thisheartofmineblog.com,320x50,1154,60,5.2,0.06,1.03
2018-01-21,diyfunideas.com,160x600,435,47,10.8,0.06,1.31
2018-01-21,crafterhoursblog.com,300x600,141,20,14.18,0.06,3.07
2018-01-21,makingofamom.com,728x90,1248,33,2.64,0.06,1.86
2018-01-21,amyscreativeside.com,300x250,4631,62,1.34,0.06,0.99
2018-01-21,cafelenormand.com,160x600,356,56,15.73,0.06,1.09
2018-01-21,sophisticatedallure.com,160x600,544,46,8.46,0.06,1.32
2018-01-21,inspiringsavings.com,160x600,364,28,7.69,0.06,2.16
2018-01-21,mywomenstuff.com,160x600,331,81,24.47,0.06,0.74
2018-01-21,whiskaffair.com,300x600,256,68,26.56,0.06,0.88
2018-01-21,freetimefrolics.com,300x250,4349,33,0.76,0.06,1.81
2018-01-21,candleinthenight.com,300x250,4340,30,0.69,0.06,1.99
2018-01-21,justsomething.co,300x600,621,40,6.44,0.06,1.49
2018-01-21,thisheartofmineblog.com,300x600,255,40,15.69,0.06,1.49
2018-01-21,thebellyrulesthemind.net,300x600,193,40,20.73,0.06,1.49
2018-01-21,beingmelody.com,320x50,784,79,10.08,0.06,0.75
2018-01-21,sewwoodsy.com,300x250,1658,30,1.81,0.06,1.98
2018-01-21,fabnfree.com,320x50,3306,52,1.57,0.06,1.14
2018-01-21,thechroniclesofhome.com,160x600,477,41,8.6,0.06,1.44
2018-01-21,jennycollier.com,728x90,2091,34,1.63,0.06,1.73
2018-01-21,designeddecor.com,300x250,26847,61,0.23,0.06,0.96
2018-01-21,shrinkingmomster.com,728x90,1498,46,3.07,0.06,1.28
2018-01-21,getcreativejuice.com,300x600,318,34,10.69,0.06,1.72
2018-01-21,vgamerz.com,728x90,920,31,3.37,0.06,1.89
2018-01-21,embracinghomemaking.net,728x90,782,42,5.37,0.06,1.39
2018-01-21,simplyhappenstance.com,320x50,1754,42,2.39,0.06,1.39
2018-01-21,badgehungry.com,320x50,2955,58,1.96,0.06,1
2018-01-21,adivineencounter.com,320x50,198,54,27.27,0.06,1.07
2018-01-21,allthingsgd.com,160x600,204,24,11.76,0.06,2.41
2018-01-21,heathersdish.com,320x50,1705,68,3.99,0.06,0.85
2018-01-21,freshcrush.com,300x600,220,35,15.91,0.06,1.64
2018-01-21,thefrugalmillionaireblog.com,300x600,183,25,13.66,0.06,2.29
2018-01-21,thepainteddrawer.com,160x600,232,45,19.4,0.06,1.27
2018-01-21,buildyourdreambody.com,300x250,3300,45,1.36,0.06,1.26
2018-01-21,cleobuttera.com,320x50,348,39,11.21,0.06,1.45
2018-01-21,frysauceandgrits.com,300x600,144,32,22.22,0.06,1.76
2018-01-21,weheartparties.com,728x90,511,23,4.5,0.06,2.44
2018-01-21,veonoticia.com,320x50,11975,61,0.51,0.06,0.92
2018-01-21,ahomewithpurpose.com,728x90,1578,34,2.15,0.06,1.65
2018-01-21,themomoftheyear.net,300x600,208,34,16.35,0.06,1.65
2018-01-21,thebensonstreet.com,300x250,5383,49,0.91,0.06,1.14
2018-01-21,mobilehomerepair.com,728x90,3447,18,0.52,0.06,3.1
2018-01-21,littlegreendot.com,300x250,4131,39,0.94,0.06,1.43
2018-01-21,themomoftheyear.net,320x50,1112,66,5.94,0.06,0.84
2018-01-21,cleobuttera.com,160x600,266,25,9.4,0.06,2.22
2018-01-21,loveoffamilyandhome.net,320x50,215,44,20.47,0.06,1.26
2018-01-21,onemamasdailydrama.com,320x50,1466,56,3.82,0.06,0.99
2018-01-21,reallyareyouserious.com,320x50,961,51,5.31,0.06,1.09
2018-01-21,crazyadventuresinparenting.com,728x90,760,52,6.84,0.06,1.06
2018-01-21,heathersdish.com,300x250,6400,41,0.64,0.06,1.35
2018-01-21,thepinjunkie.com,300x250,5370,50,0.93,0.06,1.1
2018-01-21,craft-o-maniac.com,320x50,1598,72,4.51,0.06,0.76
2018-01-21,onemamasdailydrama.com,300x600,157,30,19.11,0.06,1.84
2018-01-21,onlinefanatic.com,300x600,349,65,18.62,0.05,0.84
2018-01-21,faithalongtheway.com,300x250,4314,67,1.55,0.05,0.82
2018-01-21,sub5zero.com,300x250,4548,34,0.75,0.05,1.61
2018-01-21,thefrugalmillionaireblog.com,300x250,2050,29,1.41,0.05,1.88
2018-01-21,housewivesofriverton.com,728x90,1006,24,2.39,0.05,2.27
2018-01-21,bitterempire.com,320x50,4867,73,1.5,0.05,0.74
2018-01-21,cookwithkushi.com,300x600,139,32,23.02,0.05,1.7
2018-01-21,momhomeguide.com,300x600,77,22,28.57,0.05,2.47
2018-01-21,designimprovised.com,728x90,615,26,4.23,0.05,2.08
2018-01-21,bitesizedbiggie.com,728x90,2309,33,1.43,0.05,1.64
2018-01-21,getcreativejuice.com,728x90,2175,47,2.16,0.05,1.15
2018-01-21,personalitypathways.com,300x600,240,29,12.08,0.05,1.85
2018-01-21,shwinandshwin.com,320x50,3571,72,2.02,0.05,0.74
2018-01-21,gingersnapcrafts.com,728x90,1299,27,2.08,0.05,1.98
2018-01-21,simplesewingprojects.com,160x600,303,33,10.89,0.05,1.62
2018-01-21,ohmydish.com,320x50,1385,72,5.2,0.05,0.74
2018-01-21,spendlessshopmore.blogspot.com,320x50,245,32,13.06,0.05,1.67
2018-01-21,kidsonaplane.com,320x50,1365,51,3.74,0.05,1.05
2018-01-21,momhomeguide.com,300x250,3054,44,1.44,0.05,1.21
2018-01-21,petswelcome.com,320x50,2556,53,2.07,0.05,1
2018-01-21,curiousnut.com,160x600,206,23,11.17,0.05,2.31
2018-01-21,embracinghomemaking.net,320x50,238,56,23.53,0.05,0.95
2018-01-21,crazyadventuresinparenting.com,320x50,423,36,8.51,0.05,1.47
2018-01-21,beinggenevieve.com,300x250,2965,51,1.72,0.05,1.04
2018-01-21,craft-o-maniac.com,160x600,258,30,11.63,0.05,1.76
2018-01-21,cmongetcrafty.com,728x90,961,43,4.47,0.05,1.22
2018-01-21,thisheartofmineblog.com,728x90,505,27,5.35,0.05,1.94
2018-01-21,simplyfrugal.ca,728x90,1753,21,1.2,0.05,2.49
2018-01-21,buildyourdreambody.com,320x50,134,50,37.31,0.05,1.05
2018-01-21,moneysavingqueen.com,300x250,1905,29,1.52,0.05,1.79
2018-01-21,just-add-sprinkles.com,300x250,1337,38,2.84,0.05,1.37
2018-01-21,lemonsqueezyhome.com,728x90,1259,32,2.54,0.05,1.61
2018-01-21,blovelyevents.com,320x50,2358,37,1.57,0.05,1.4
2018-01-21,meijermadness.com,300x600,407,30,7.37,0.05,1.72
2018-01-21,ourthriftyideas.com,300x600,133,21,15.79,0.05,2.45
2018-01-21,ourthriftyideas.com,728x90,808,31,3.84,0.05,1.66
2018-01-21,alyssaandcarla.com,300x250,2948,56,1.9,0.05,0.92
2018-01-21,cozinhalegal.com.br,300x600,173,49,28.32,0.05,1.05
2018-01-21,shockinglydelicious.com,300x600,244,35,14.34,0.05,1.46
2018-01-21,sullengers.com,300x250,3193,69,2.16,0.05,0.74
2018-01-21,cornerstoneconfessions.com,160x600,253,30,11.86,0.05,1.7
2018-01-21,littlegreendot.com,728x90,1831,27,1.47,0.05,1.89
2018-01-21,cookilicious.com,300x250,7891,42,0.53,0.05,1.22
