Date,Domain,"Ad Size","Ad Requests","Matched Ad Requests","Fill Rate","Estimated Net Earnings",eCPM
2018-01-23,missiontosave.com,320x50,748,48,6.42,0.06,1.27
2018-01-23,divinelifestyle.com,160x600,318,88,27.67,0.06,0.69
2018-01-23,refashionablylate.com,320x50,574,52,9.06,0.06,1.16
2018-01-23,conceivesuccess.com,728x90,2464,49,1.99,0.06,1.23
2018-01-23,thesassyslowcooker.com,300x600,93,18,19.35,0.06,3.33
2018-01-23,thefrugalmillionaireblog.com,300x250,2277,26,1.14,0.06,2.29
2018-01-23,athomewithnatalie.com,320x50,811,44,5.43,0.06,1.34
2018-01-23,pitbullpaws.com,320x50,1431,54,3.77,0.06,1.09
2018-01-23,bargainbriana.com,728x90,3001,35,1.17,0.06,1.68
2018-01-23,savetosplurge.com,320x50,768,33,4.3,0.06,1.76
2018-01-23,gourmandeinthekitchen.com,300x600,406,32,7.88,0.06,1.82
2018-01-23,naivecookcooks.com,300x600,415,58,13.98,0.06,1
2018-01-23,myhumblekitchen.com,728x90,1794,26,1.45,0.06,2.22
2018-01-23,petswelcome.com,320x50,1786,53,2.97,0.06,1.09
2018-01-23,cookwithkushi.com,728x90,1446,32,2.21,0.06,1.8
2018-01-23,faithalongtheway.com,300x250,3929,62,1.58,0.06,0.93
2018-01-23,cozycountryliving.com,320x50,2747,70,2.55,0.06,0.82
2018-01-23,yesterdayontuesday.com,300x600,300,31,10.33,0.06,1.84
2018-01-23,shrinkingmomster.com,300x600,186,39,20.97,0.06,1.46
2018-01-23,allthingsgd.com,728x90,749,28,3.74,0.06,2.02
2018-01-23,bucketlisttummy.com,728x90,1013,44,4.34,0.06,1.28
2018-01-23,littlegreendot.com,300x600,139,38,27.34,0.06,1.47
2018-01-23,the-military-guide.com,160x600,451,27,5.99,0.06,2.07
2018-01-23,bucketlisttummy.com,300x250,6089,72,1.18,0.06,0.78
2018-01-23,themamasgirls.com,160x600,293,41,13.99,0.06,1.36
2018-01-23,sowanddipity.com,300x250,3985,61,1.53,0.06,0.91
2018-01-23,dreambookdesign.com,300x600,332,38,11.45,0.06,1.46
2018-01-23,americanheritagecooking.com,160x600,297,51,17.17,0.06,1.09
2018-01-23,morewithlesstoday.com,728x90,2509,16,0.64,0.06,3.45
2018-01-23,designeddecor.com,320x50,2898,51,1.76,0.05,1.07
2018-01-23,sarahsbakestudio.com,300x250,5584,50,0.9,0.05,1.09
2018-01-23,loveoffamilyandhome.net,320x50,190,34,17.89,0.05,1.6
2018-01-23,simplyfrugal.ca,728x90,1968,26,1.32,0.05,2.09
2018-01-23,foodstorageandsurvival.com,160x600,171,27,15.79,0.05,2
2018-01-23,kidsonaplane.com,320x50,968,44,4.55,0.05,1.23
2018-01-23,meteorologistjoecioffi.com,300x600,214,53,24.77,0.05,1.02
2018-01-23,trustedpsychicmediums.com,320x100,259,82,31.66,0.05,0.66
2018-01-23,familiesgotravel.com,300x250,4285,43,1,0.05,1.25
2018-01-23,thesportsdaily.com,320x50,168,42,25,0.05,1.28
2018-01-23,roomsforrentblog.com,728x90,886,49,5.53,0.05,1.09
2018-01-23,frysauceandgrits.com,728x90,671,30,4.47,0.05,1.78
2018-01-23,shwinandshwin.com,320x50,2421,53,2.19,0.05,1.01
2018-01-23,myuncommonsliceofsuburbia.com,320x50,1962,50,2.55,0.05,1.07
2018-01-23,babesinhairland.com,728x90,3001,57,1.9,0.05,0.94
2018-01-23,onetimethrough.com,728x90,1610,41,2.55,0.05,1.3
2018-01-23,neathousesweethome.com,160x600,206,38,18.45,0.05,1.4
2018-01-23,glutenfreeguidehq.com,728x90,887,32,3.61,0.05,1.66
2018-01-23,mynewestaddiction.com,300x250,5289,77,1.46,0.05,0.69
2018-01-23,personalitypathways.com,300x600,242,35,14.46,0.05,1.51
2018-01-23,the-military-guide.com,300x600,437,22,5.03,0.05,2.4
2018-01-23,thriftytstreasures.com,320x50,210,39,18.57,0.05,1.35
2018-01-23,lovehomedesigns.com,728x90,1441,25,1.73,0.05,2.11
2018-01-23,thenerdswife.com,728x90,1952,34,1.74,0.05,1.55
2018-01-23,freshcrush.com,320x50,1568,48,3.06,0.05,1.09
2018-01-23,momsbistro.net,300x600,433,31,7.16,0.05,1.69
2018-01-23,healthygreenkitchen.com,300x600,140,26,18.57,0.05,2
2018-01-23,bitesizedbiggie.com,300x600,222,38,17.12,0.05,1.37
2018-01-23,athomewithnatalie.com,300x600,287,32,11.15,0.05,1.62
2018-01-23,rhapsodyinrooms.com,728x90,1278,39,3.05,0.05,1.33
2018-01-23,telecommutingmommies.com,300x250,2159,31,1.44,0.05,1.67
2018-01-23,entertainment-focus.com,300x600,226,23,10.18,0.05,2.25
2018-01-23,getcreativejuice.com,728x90,1790,39,2.18,0.05,1.31
2018-01-23,apronstringsblog.com,160x600,1793,30,1.67,0.05,1.71
2018-01-23,housewivesofriverton.com,728x90,900,24,2.67,0.05,2.13
2018-01-23,amyscreativeside.com,160x600,201,22,10.95,0.05,2.31
2018-01-23,themamasgirls.com,300x600,353,34,9.63,0.05,1.5
2018-01-23,fabnfree.com,300x600,968,34,3.51,0.05,1.5
2018-01-23,foodstorageandsurvival.com,300x600,284,25,8.8,0.05,2.02
2018-01-23,cloudmom.com,160x600,224,31,13.84,0.05,1.63
2018-01-23,curiousnut.com,300x600,214,25,11.68,0.05,2.02
2018-01-23,sergerpepper.com,320x50,225,33,14.67,0.05,1.53
2018-01-23,thebellyrulesthemind.net,728x90,1296,41,3.16,0.05,1.23
2018-01-23,sixsistersstuff.com,300x600,1085,35,3.23,0.05,1.44
2018-01-23,aproverbs31wife.com,300x600,257,45,17.51,0.05,1.11
2018-01-23,dailycookingquest.com,160x600,299,30,10.03,0.05,1.66
2018-01-23,thegoldensycamore.com,300x600,172,46,26.74,0.05,1.08
2018-01-23,freetimefrolics.com,300x250,3763,32,0.85,0.05,1.56
2018-01-23,ohmydish.com,300x600,147,46,31.29,0.05,1.08
2018-01-23,au-di-tions.com,320x50,232,33,14.22,0.05,1.5
2018-01-23,fooddonelight.com,320x50,1017,44,4.33,0.05,1.12
2018-01-23,findingsilverpennies.com,728x90,988,36,3.64,0.05,1.37
2018-01-23,thefrugalmillionaireblog.com,728x90,1054,19,1.8,0.05,2.6
2018-01-23,photoshoproadmap.com,160x600,217,39,17.97,0.05,1.26
2018-01-23,spendlessshopmore.blogspot.com,728x90,803,21,2.62,0.05,2.34
2018-01-23,shalommama.com,728x90,715,21,2.94,0.05,2.34
2018-01-23,whatsurhomestory.com,160x600,1406,28,1.99,0.05,1.75
2018-01-23,lets-get-together.com,160x600,443,41,9.26,0.05,1.19
2018-01-23,lifeafterlaundry.com,320x50,865,45,5.2,0.05,1.08
2018-01-23,allthingsgd.com,320x50,1262,46,3.65,0.05,1.06
2018-01-23,ourthriftyideas.com,300x600,204,32,15.69,0.05,1.52
2018-01-23,thediyfoodie.com,320x50,1213,40,3.3,0.05,1.22
2018-01-23,thedistractedmom.com,160x600,260,22,8.46,0.05,2.2
2018-01-23,sweetpenniesfromheaven.com,300x250,1039,20,1.92,0.05,2.42
2018-01-23,thebellyrulesthemind.net,300x600,262,37,14.12,0.05,1.3
2018-01-23,aproverbs31wife.com,728x90,1581,46,2.91,0.05,1.05
2018-01-23,newhousenewhomenewlife.com,320x50,631,30,4.75,0.05,1.59
2018-01-23,dearcreatives.com,160x600,47,16,34.04,0.05,2.98
2018-01-23,thecraftedlife.com,300x600,221,20,9.05,0.05,2.37
2018-01-23,panlasangpinoymeatrecipes.com,300x600,251,41,16.33,0.05,1.15
2018-01-23,shrinkingmomster.com,728x90,1273,41,3.22,0.05,1.15
2018-01-23,drpsychmom.com,160x600,205,43,20.98,0.05,1.1
2018-01-23,marvellous-provence.com,160x600,1054,20,1.9,0.05,2.36
2018-01-23,sortacrunchy.net,300x250,1081,35,3.24,0.05,1.34
2018-01-23,allthingsgd.com,160x600,223,26,11.66,0.05,1.8
2018-01-23,peekaboopages.com,320x50,250,30,12,0.05,1.55
2018-01-23,inspiringsavings.com,160x600,274,20,7.3,0.05,2.33
2018-01-23,missiontosave.com,300x600,169,35,20.71,0.05,1.33
2018-01-23,lemonsqueezyhome.com,320x50,1825,65,3.56,0.05,0.71
2018-01-23,homemadeginger.com,300x600,265,29,10.94,0.05,1.59
2018-01-23,ahomewithpurpose.com,728x90,1118,32,2.86,0.05,1.44
2018-01-23,justinasgems.com,320x50,724,34,4.7,0.05,1.35
2018-01-23,badgehungry.com,320x50,2935,52,1.77,0.05,0.88
2018-01-23,apronstringsblog.com,728x90,1125,15,1.33,0.05,3.06
2018-01-23,thecottagemama.com,160x600,231,28,12.12,0.05,1.64
2018-01-23,imalazymom.com,160x600,86,19,22.09,0.05,2.42
2018-01-23,sarahhearts.com,300x250,2335,28,1.2,0.05,1.64
2018-01-23,aglimpseinsideblog.com,300x600,89,15,16.85,0.05,3.05
2018-01-23,lets-get-together.com,728x90,1023,35,3.42,0.05,1.3
2018-01-23,petswelcome.com,728x90,1835,27,1.47,0.05,1.68
2018-01-23,momhomeguide.com,300x250,2360,37,1.57,0.05,1.23
2018-01-23,thefitfork.com,320x50,1496,59,3.94,0.05,0.77
2018-01-23,thebakerupstairs.com,160x600,241,47,19.5,0.05,0.97
2018-01-23,rockymountaincooking.com,300x250,1895,35,1.85,0.05,1.3
2018-01-23,designimprovised.com,160x600,386,23,5.96,0.05,1.97
2018-01-23,thoughtsfromalice.com,300x600,250,42,16.8,0.05,1.08
2018-01-23,thisheartofmineblog.com,160x600,1033,29,2.81,0.05,1.56
2018-01-23,cozycountryliving.com,728x90,1149,37,3.22,0.05,1.22
2018-01-23,wildflowerramblings.com,320x50,1647,41,2.49,0.05,1.1
2018-01-23,adivineencounter.com,300x600,227,28,12.33,0.05,1.61
2018-01-23,ithinkwecouldbefriends.com,160x600,201,35,17.41,0.05,1.29
2018-01-23,buildyourdreambody.com,320x50,100,48,48,0.05,0.94
2018-01-23,missiontosave.com,160x600,72,24,33.33,0.05,1.88
2018-01-23,loveoffamilyandhome.net,300x600,328,37,11.28,0.04,1.22
2018-01-23,mabeyshemadeit.com,300x600,156,26,16.67,0.04,1.72
2018-01-23,michigansavingandmore.com,300x600,192,36,18.75,0.04,1.24
2018-01-23,familiesgotravel.com,300x600,194,34,17.53,0.04,1.32
2018-01-23,lemonsqueezyhome.com,300x600,183,35,19.13,0.04,1.27
2018-01-23,designimprovised.com,728x90,598,19,3.18,0.04,2.34
2018-01-23,fabnfree.com,320x50,2685,26,0.97,0.04,1.71
2018-01-23,sullengers.com,728x90,669,33,4.93,0.04,1.35
2018-01-23,wildflowerramblings.com,160x600,542,32,5.9,0.04,1.39
2018-01-23,thefrugalmillionaireblog.com,320x50,1611,43,2.67,0.04,1.03
2018-01-23,personalitypathways.com,320x50,527,33,6.26,0.04,1.34
2018-01-23,ourpassionfordogs.com,160x600,958,50,5.22,0.04,0.88
2018-01-23,cuteasafox.com,300x250,4129,44,1.07,0.04,0.99
2018-01-23,beinggenevieve.com,300x250,2875,45,1.57,0.04,0.97
2018-01-23,imalazymom.com,300x600,109,18,16.51,0.04,2.42
2018-01-23,mabeyshemadeit.com,300x250,1481,19,1.28,0.04,2.29
2018-01-23,italianbellavita.com,300x250,4968,24,0.48,0.04,1.8
2018-01-23,eatprayrundc.com,300x250,1258,54,4.29,0.04,0.8
2018-01-23,simplyclarke.com,320x50,183,26,14.21,0.04,1.64
2018-01-23,designeddecor.com,300x250,13398,32,0.24,0.04,1.33
2018-01-23,shalommama.com,300x600,161,38,23.6,0.04,1.12
2018-01-23,thecentsiblelife.com,300x600,279,19,6.81,0.04,2.24
2018-01-23,gingersnapcrafts.com,160x600,213,23,10.8,0.04,1.85
2018-01-23,vitamin-sunshine.com,160x600,121,25,20.66,0.04,1.7
2018-01-23,ohmydish.com,320x50,908,57,6.28,0.04,0.74
2018-01-23,whilehewasnapping.com,728x90,1731,19,1.1,0.04,2.22
2018-01-23,kidsstuffworld.com,300x250,1362,26,1.91,0.04,1.62
2018-01-23,newhousenewhomenewlife.com,300x600,78,15,19.23,0.04,2.8
2018-01-23,gotosew.com,300x250,2979,48,1.61,0.04,0.87
2018-01-23,craft-o-maniac.com,728x90,787,22,2.8,0.04,1.9
2018-01-23,vgamerz.com,728x90,706,20,2.83,0.04,2.09
2018-01-23,spendlessshopmore.blogspot.com,300x600,67,16,23.88,0.04,2.61
2018-01-23,entirelyeventfulday.com,300x250,1023,21,2.05,0.04,1.98
2018-01-23,shrinkingmomster.com,320x50,1949,75,3.85,0.04,0.55
2018-01-23,savespendsplurge.com,300x600,242,24,9.92,0.04,1.73
2018-01-23,onlinefanatic.com,160x600,172,51,29.65,0.04,0.81
2018-01-23,sarahsbakestudio.com,728x90,813,23,2.83,0.04,1.8
2018-01-23,italianbellavita.com,728x90,2244,23,1.02,0.04,1.8
2018-01-23,yesterdayontuesday.com,160x600,178,19,10.67,0.04,2.16
2018-01-23,momitforward.com,160x600,349,26,7.45,0.04,1.58
2018-01-23,findingsilverpennies.com,160x600,286,41,14.34,0.04,1
2018-01-23,entertainment-focus.com,300x250,4195,30,0.72,0.04,1.36
2018-01-23,ahomewithpurpose.com,300x600,306,23,7.52,0.04,1.77
2018-01-23,momsbistro.net,728x90,1093,14,1.28,0.04,2.91
2018-01-23,bitesizedbiggie.com,320x50,1763,44,2.5,0.04,0.92
2018-01-23,veonoticia.com,728x90,9572,56,0.59,0.04,0.72
2018-01-23,cuteasafox.com,300x600,157,22,14.01,0.04,1.83
2018-01-23,italianbellavita.com,320x50,1486,35,2.36,0.04,1.15
2018-01-23,chasethewritedream.com,300x600,158,20,12.66,0.04,2.01
2018-01-23,southernstateofmindblog.com,728x90,1249,28,2.24,0.04,1.43
2018-01-23,justsomething.co,160x600,458,35,7.64,0.04,1.14
2018-01-23,aplaceforpitbulls.com,300x600,227,33,14.54,0.04,1.21
2018-01-23,suburble.com,300x600,156,19,12.18,0.04,2.1
2018-01-23,gotosew.com,300x600,140,36,25.71,0.04,1.11
2018-01-23,girllovesglam.com,300x600,185,19,10.27,0.04,2.1
2018-01-23,abirdandabean.com,300x250,943,20,2.12,0.04,1.99
2018-01-23,drpsychmom.com,300x600,195,35,17.95,0.04,1.13
2018-01-23,dearcreatives.com,300x250,1608,38,2.36,0.04,1.04
2018-01-23,craft-o-maniac.com,320x50,1134,48,4.23,0.04,0.82
2018-01-23,udupi-recipes.com,728x90,1495,48,3.21,0.04,0.82
2018-01-23,mommybunch.com,320x50,425,23,5.41,0.04,1.71
2018-01-23,honeysquilling.com,320x50,221,32,14.48,0.04,1.22
2018-01-23,whatsurhomestory.com,728x90,759,21,2.77,0.04,1.86
2018-01-23,themomoftheyear.net,160x600,96,22,22.92,0.04,1.77
2018-01-23,crazyadventuresinparenting.com,728x90,676,35,5.18,0.04,1.11
2018-01-23,kidsonaplane.com,160x600,298,17,5.7,0.04,2.29
2018-01-23,simplyclarke.com,300x600,189,14,7.41,0.04,2.77
2018-01-23,ourthriftyideas.com,320x50,975,47,4.82,0.04,0.82
2018-01-23,cafelenormand.com,300x600,414,28,6.76,0.04,1.37
2018-01-23,sullengers.com,160x600,627,31,4.94,0.04,1.24
2018-01-23,whilehewasnapping.com,160x600,211,19,9,0.04,2.02
2018-01-23,cleverpinkpirate.com,300x600,101,26,25.74,0.04,1.47
2018-01-23,fooddonelight.com,160x600,160,25,15.63,0.04,1.52
2018-01-23,cmongetcrafty.com,320x50,1130,47,4.16,0.04,0.81
2018-01-23,sofestive.com,160x600,159,29,18.24,0.04,1.31
2018-01-23,cmongetcrafty.com,300x600,152,21,13.82,0.04,1.8
2018-01-23,marvellous-provence.com,300x250,580,15,2.59,0.04,2.52
2018-01-23,girlintheredshoes.com,300x250,1111,21,1.89,0.04,1.8
2018-01-23,craft-o-maniac.com,160x600,189,24,12.7,0.04,1.58
2018-01-23,honeysquilling.com,300x600,87,19,21.84,0.04,1.99
2018-01-23,veggieandthebeastfeast.com,320x50,107,39,36.45,0.04,0.97
2018-01-23,youknowyoulovefashion.com,160x600,1379,42,3.05,0.04,0.9
2018-01-23,simpleethrifty.com,300x250,4715,35,0.74,0.04,1.08
2018-01-23,designimprovised.com,320x50,190,23,12.11,0.04,1.63
2018-01-23,measuringflower.com,300x600,91,17,18.68,0.04,2.19
2018-01-23,getcreativejuice.com,160x600,142,22,15.49,0.04,1.69
2018-01-23,retiredby40blog.com,300x600,215,25,11.63,0.04,1.49
2018-01-23,printables4mom.com,728x90,757,20,2.64,0.04,1.86
2018-01-23,imalazymom.com,320x50,94,24,25.53,0.04,1.55
2018-01-23,willivia.com,300x250,1436,12,0.84,0.04,3.1
2018-01-23,heysigmund.com,320x100,236,52,22.03,0.04,0.71
2018-01-23,johnpavlovitz.com,160x600,245,28,11.43,0.04,1.31
2018-01-23,thecentsiblelife.com,320x50,1085,40,3.69,0.04,0.92
2018-01-23,sweetandsavoryfood.com,300x600,152,24,15.79,0.04,1.53
2018-01-23,thenerdswife.com,300x250,3007,24,0.8,0.04,1.53
2018-01-23,simplesewingprojects.com,728x90,824,16,1.94,0.04,2.29
2018-01-23,momstestkitchen.com,300x250,2101,14,0.67,0.04,2.61
2018-01-23,mywomenstuff.com,160x600,258,38,14.73,0.04,0.96
2018-01-23,workingmommagic.com,320x50,1494,39,2.61,0.04,0.93
2018-01-23,aplaceforpitbulls.com,160x600,310,43,13.87,0.04,0.84
2018-01-23,buildyourdreambody.com,300x250,3211,36,1.12,0.04,1
2018-01-23,sarahsbakestudio.com,320x50,1307,37,2.83,0.04,0.97
2018-01-23,mynewestaddiction.com,300x600,179,24,13.41,0.04,1.48
2018-01-23,basilmomma.com,320x50,1193,42,3.52,0.04,0.84
2018-01-23,girltalkhq.com,160x600,218,45,20.64,0.04,0.78
2018-01-23,justinasgems.com,300x600,78,15,19.23,0.03,2.33
2018-01-23,thediyfoodie.com,300x250,4010,48,1.2,0.03,0.73
2018-01-23,craftremedy.com,300x250,1033,21,2.03,0.03,1.66
2018-01-23,blackhairinformation.com,160x600,375,29,7.73,0.03,1.2
2018-01-23,weheartparties.com,320x50,1115,35,3.14,0.03,0.99
2018-01-23,cookingforbusymums.com,160x600,137,19,13.87,0.03,1.82
2018-01-23,inspirationkitchen.com,320x50,656,27,4.12,0.03,1.28
2018-01-23,apronstringsblog.com,300x600,186,20,10.75,0.03,1.73
2018-01-23,dreambookdesign.com,300x250,1019,21,2.06,0.03,1.64
2018-01-23,fooddonelight.com,728x90,762,17,2.23,0.03,2.02
2018-01-23,ohmydish.com,728x90,888,41,4.62,0.03,0.83
2018-01-23,telecommutingmommies.com,320x50,529,23,4.35,0.03,1.48
2018-01-23,thesassyslowcooker.com,728x90,462,17,3.68,0.03,2
2018-01-23,suburble.com,320x50,101,21,20.79,0.03,1.62
2018-01-23,crafterhoursblog.com,320x50,1179,37,3.14,0.03,0.91
2018-01-23,reallyareyouserious.com,320x50,857,35,4.08,0.03,0.96
2018-01-23,sweetteaandsavinggraceblog.com,300x600,78,11,14.1,0.03,3.06
2018-01-23,girlintheredshoes.com,160x600,104,21,20.19,0.03,1.6
2018-01-23,prepared-housewives.com,160x600,261,19,7.28,0.03,1.76
2018-01-23,cookilicious.com,320x50,1952,33,1.69,0.03,1.01
2018-01-23,jennifercooks.com,160x600,98,30,30.61,0.03,1.1
2018-01-23,greenarrowtv.com,300x600,222,42,18.92,0.03,0.79
2018-01-23,spicetheplate.com,300x250,3142,26,0.83,0.03,1.26
2018-01-23,loveoffamilyandhome.net,160x600,209,30,14.35,0.03,1.09
2018-01-23,basilmomma.com,728x90,770,18,2.34,0.03,1.82
2018-01-23,bucketlisttummy.com,160x600,129,24,18.6,0.03,1.37
2018-01-23,eatitandsayyum.com,300x250,1302,27,2.07,0.03,1.21
2018-01-23,simplyhappenstance.com,300x250,1673,18,1.08,0.03,1.81
2018-01-23,inspirationkitchen.com,300x600,92,19,20.65,0.03,1.71
2018-01-23,thriftytstreasures.com,160x600,153,22,14.38,0.03,1.47
2018-01-23,thecottagemama.com,728x90,1563,20,1.28,0.03,1.62
2018-01-23,veonoticia.com,320x100,261,61,23.37,0.03,0.53
2018-01-23,ahomewithpurpose.com,160x600,189,20,10.58,0.03,1.61
2018-01-23,busy-mommy.com,300x250,2617,46,1.76,0.03,0.7
2018-01-23,babesinhairland.com,300x600,119,34,28.57,0.03,0.94
2018-01-23,meijermadness.com,300x600,369,23,6.23,0.03,1.39
2018-01-23,its-fitting.com,320x50,539,22,4.08,0.03,1.45
2018-01-23,shalommama.com,160x600,79,24,30.38,0.03,1.33
2018-01-23,crazyadventuresinparenting.com,160x600,181,15,8.29,0.03,2.12
2018-01-23,meandmyinsanity.com,300x250,756,14,1.85,0.03,2.26
2018-01-23,curiousnut.com,320x50,85,22,25.88,0.03,1.44
2018-01-23,themomoftheyear.net,300x600,96,24,25,0.03,1.32
2018-01-23,homemadeginger.com,160x600,185,20,10.81,0.03,1.58
2018-01-23,penneylane.com,300x250,4006,42,1.05,0.03,0.75
2018-01-23,cafelenormand.com,160x600,396,25,6.31,0.03,1.26
2018-01-23,cafelenormand.com,728x90,2754,21,0.76,0.03,1.5
2018-01-23,sewwoodsy.com,160x600,110,15,13.64,0.03,2.09
2018-01-23,weheartparties.com,728x90,654,15,2.29,0.03,2.09
2018-01-23,bitesizedbiggie.com,728x90,1914,16,0.84,0.03,1.94
2018-01-23,retiredby40blog.com,728x90,805,21,2.61,0.03,1.48
2018-01-23,alyssaandcarla.com,320x50,561,25,4.46,0.03,1.23
2018-01-23,rhapsodyinrooms.com,300x600,160,29,18.13,0.03,1.06
2018-01-23,sewwoodsy.com,300x600,213,17,7.98,0.03,1.81
2018-01-23,onemamasdailydrama.com,320x50,990,33,3.33,0.03,0.93
2018-01-23,cleverpinkpirate.com,300x250,3572,43,1.2,0.03,0.71
2018-01-23,balkanlunchbox.com,320x50,1576,26,1.65,0.03,1.18
2018-01-23,cookingforbusymums.com,728x90,2071,16,0.77,0.03,1.91
2018-01-23,sowanddipity.com,300x600,67,12,17.91,0.03,2.54
2018-01-23,greenarrowtv.com,160x600,195,42,21.54,0.03,0.72
2018-01-23,siftandwhisk.com,320x50,911,36,3.95,0.03,0.84
2018-01-23,sub5zero.com,300x250,2865,27,0.94,0.03,1.12
2018-01-23,designeddecor.com,728x90,1473,22,1.49,0.03,1.36
2018-01-23,cloudmom.com,300x600,266,21,7.89,0.03,1.42
2018-01-23,storypiece.net,300x250,2676,38,1.42,0.03,0.78
2018-01-23,fractuslearning.com,320x50,1073,31,2.89,0.03,0.96
2018-01-23,familyspice.com,160x600,109,14,12.84,0.03,2.12
2018-01-23,fourplusanangel.com,320x50,684,32,4.68,0.03,0.93
2018-01-23,simplygloria.com,300x600,156,18,11.54,0.03,1.64
2018-01-23,onemamasdailydrama.com,300x250,2078,12,0.58,0.03,2.46
2018-01-23,savetosplurge.com,300x600,103,16,15.53,0.03,1.84
2018-01-23,thesassyslowcooker.com,300x250,628,15,2.39,0.03,1.96
2018-01-23,dreambookdesign.com,160x600,116,18,15.52,0.03,1.63
2018-01-23,thisheartofmineblog.com,300x600,210,23,10.95,0.03,1.27
2018-01-23,reallyareyouserious.com,728x90,296,12,4.05,0.03,2.44
2018-01-23,cuteasafox.com,320x50,943,29,3.08,0.03,1.01
2018-01-23,yummytummyaarthi.com,320x100,226,43,19.03,0.03,0.68
2018-01-23,naivecookcooks.com,160x600,197,30,15.23,0.03,0.97
2018-01-23,simplyfrugal.ca,160x600,142,15,10.56,0.03,1.93
2018-01-23,designeddecor.com,160x600,162,21,12.96,0.03,1.37
2018-01-23,vitamin-sunshine.com,320x50,2022,34,1.68,0.03,0.84
2018-01-23,thebeautifulusefulproject.com,300x250,2049,46,2.24,0.03,0.62
2018-01-23,shockinglydelicious.com,300x600,135,13,9.63,0.03,2.19
2018-01-23,busy-mommy.com,300x600,152,22,14.47,0.03,1.29
2018-01-23,sweetandsavoryfood.com,300x250,24755,28,0.11,0.03,1.01
2018-01-23,lifeafterlaundry.com,300x600,128,18,14.06,0.03,1.58
2018-01-23,carissamiss.com,300x600,92,16,17.39,0.03,1.77
2018-01-23,michigansavingandmore.com,728x90,1217,22,1.81,0.03,1.29
2018-01-23,foodfashionandfun.com,300x250,6613,28,0.42,0.03,1.01
2018-01-23,healthygreenkitchen.com,160x600,52,11,21.15,0.03,2.57
2018-01-23,eclecticmomsense.com,728x90,936,33,3.53,0.03,0.85
2018-01-23,myhumblekitchen.com,300x600,100,14,14,0.03,2
2018-01-23,crafterhoursblog.com,300x250,5965,22,0.37,0.03,1.27
2018-01-23,amyscreativeside.com,300x600,225,17,7.56,0.03,1.64
2018-01-23,ourthriftyideas.com,160x600,115,16,13.91,0.03,1.74
2018-01-23,roomsforrentblog.com,320x50,837,33,3.94,0.03,0.84
2018-01-23,foodfashionandfun.com,320x50,85,20,23.53,0.03,1.39
2018-01-23,sortacrunchy.net,320x50,341,23,6.74,0.03,1.21
2018-01-23,theviveur.com,300x600,111,24,21.62,0.03,1.15
2018-01-23,simplesweetsavory.com,320x50,1056,30,2.84,0.03,0.92
2018-01-23,abirdandabean.com,728x90,537,11,2.05,0.03,2.5
2018-01-23,italianbellavita.com,160x600,109,10,9.17,0.03,2.74
2018-01-23,pinoyrecipe.net,320x50,78,28,35.9,0.03,0.97
2018-01-23,youknowyoulovefashion.com,320x50,1420,24,1.69,0.03,1.14
2018-01-23,sweetandsavoryfood.com,728x90,1522,20,1.31,0.03,1.36
2018-01-23,whilehewasnapping.com,300x600,248,20,8.06,0.03,1.36
2018-01-23,adelightsomelife.com,320x50,490,26,5.31,0.03,1.04
2018-01-23,weheartparties.com,300x250,1350,16,1.19,0.03,1.69
2018-01-23,entirelyeventfulday.com,728x90,613,10,1.63,0.03,2.71
2018-01-23,simplesewingprojects.com,160x600,243,19,7.82,0.03,1.42
2018-01-23,crumbsandchaos.net,728x90,401,19,4.74,0.03,1.42
2018-01-23,howto-simplify.com,160x600,62,14,22.58,0.03,1.9
2018-01-23,thepinjunkie.com,728x90,920,24,2.61,0.03,1.1
2018-01-23,thenerdswife.com,160x600,110,15,13.64,0.03,1.76
2018-01-23,momhomeguide.com,160x600,71,11,15.49,0.03,2.41
2018-01-23,awhimsiclelife.com,300x600,310,26,8.39,0.03,1.01
2018-01-23,cleverpinkpirate.com,728x90,456,28,6.14,0.03,0.94
2018-01-23,reallyareyouserious.com,160x600,169,21,12.43,0.03,1.25
2018-01-23,honeysquilling.com,728x90,483,16,3.31,0.03,1.64
2018-01-23,udupi-recipes.com,300x600,106,27,25.47,0.03,0.97
2018-01-23,balkanlunchbox.com,300x250,4360,28,0.64,0.03,0.93
2018-01-23,storypiece.net,728x90,558,14,2.51,0.03,1.85
2018-01-23,penneylane.com,728x90,276,14,5.07,0.03,1.85
2018-01-23,bucketlisttummy.com,320x50,1030,34,3.3,0.03,0.76
2018-01-23,eatitandsayyum.com,300x600,33,17,51.52,0.03,1.51
2018-01-23,thepinjunkie.com,160x600,120,10,8.33,0.03,2.56
2018-01-23,housewivesofriverton.com,300x600,95,12,12.63,0.03,2.12
2018-01-23,balkanlunchbox.com,300x600,27,11,40.74,0.03,2.31
2018-01-23,bitesizedbiggie.com,160x600,198,23,11.62,0.03,1.1
2018-01-23,willivia.com,300x600,284,11,3.87,0.03,2.3
2018-01-23,busy-mommy.com,320x50,635,23,3.62,0.03,1.1
2018-01-23,crochetstreet.com,320x50,400,26,6.5,0.03,0.97
2018-01-23,beingmelody.com,300x250,1216,24,1.97,0.03,1.05
2018-01-23,sofestive.com,728x90,1976,21,1.06,0.03,1.2
2018-01-23,adelightsomelife.com,728x90,1320,20,1.52,0.03,1.26
2018-01-23,thirdstopontheright.com,320x50,447,26,5.82,0.03,0.97
