Date,Placements,Impressions,Revenue($),Viewable Impressions
2017-10-31,700347_whilecamdensleeps.com_Cross Device,353,0.18,7
2017-10-31,700356_justalittlecreativity.com_Cross Device,669,0.54,70
2017-10-31,700357_frugalfindsduringnaptime.com_Cross Device,0,0,0
2017-10-31,700361_anallievent.com_Cross Device,1749,2.97,70
2017-10-31,700378_craftandtell.com_Cross Device,79,0.03,22
2017-10-31,700385_addicted2recipes.com_Cross Device,212,0.15,21
2017-10-31,700386_lovingchristministries.com_Cross Device,404,0.22,71
2017-10-31,700393_azgrabaplate.com_Cross Device,931,0.62,113
2017-10-31,700394_preppyrunner.com_Cross Device,739,0.53,128
2017-10-31,700405_stowandtellu.com_Cross Device,519,0.48,29
2017-10-31,700415_6milesdaily.com_Cross Device,0,0,0
2017-10-31,700417_craftytuts.com_Cross Device,1285,1.19,130
2017-10-31,700420_underatexassky.com_Cross Device,141,0.14,14
2017-10-31,700421_karagorski.com_Cross Device,24,0.02,2
2017-10-31,700432_homestead-acres.com_Cross Device,1065,0.71,153
2017-10-31,700434_oursundaycafe.com_Cross Device,39,0.03,3
2017-10-31,700439_thediyfoodie.com_Cross Device,677,0.27,46
2017-10-31,700597_junquecottage.com_Cross Device,139,0.09,16
2017-11-01,000000_monumetric.com_Corner Outstream,2,0,2
2017-11-01,000000_monumetric.com_In-view Outstream,2,0,2
2017-11-01,100005_SixSistersStuff.com_Cross Device,30724,26.20,5234
2017-11-01,100010_tone-and-tighten.com_Cross Device,3173,1.68,313
2017-11-01,100020_alittleclaireification.com_Cross Device,266,0.08,33
2017-11-01,100022_TheMamasGirls.com_Cross Device,1525,0.58,201
2017-11-01,100048_katiescucina.com_Cross Device,174,0.21,37
2017-11-01,100053_jensfavoritecookies.com_Cross Device,1131,0.53,198
2017-11-01,100060_lovegrowswild.com_Cross Device,5006,5.82,605
2017-11-01,100061_sullengers.com_Cross Device,150,0.04,27
2017-11-01,100070_myuncommonsliceofsuburbia.com_Cross Device,630,0.43,121
2017-11-01,100079_Coupon-wizards.com_Cross Device,256,0.23,35
2017-11-01,100120_fooddonelight.com_Cross Device,448,0.22,42
2017-11-01,100121_BabesInHairland.com_Cross Device,610,0.31,101
2017-11-01,100129_themomoftheyear.net_Cross Device,296,0.16,9
2017-11-01,100141_gourmandeinthekitchen.com_Cross Device,936,0.51,39
2017-11-01,100154_healthygreenkitchen.com_Cross Device,345,0.20,56
2017-11-01,100158_home-ec101.com_Cross Device,2753,1.90,699
2017-11-01,100187_simplyhappenstance.com_Cross Device,216,0.33,38
2017-11-01,100204_crafterhoursblog.com_Cross Device,520,0.17,101
2017-11-01,100213_raegunramblings.com_Cross Device,482,0.70,114
2017-11-01,100242_frysauceandgrits.com_Cross Device,347,0.34,87
2017-11-01,100264_apronstringsblog.com_Cross Device,409,0.41,11
2017-11-01,100293_andersruff.com_Cross Device,486,0.14,131
2017-11-01,100298_sergerpepper.com_Cross Device,1022,0.85,26
2017-11-01,100317_wildflowerramblings.com_Cross Device,1359,0.95,23
2017-11-01,100322_measuringflower.com_Cross Device,600,0.39,71
2017-11-01,100339_girllovesglam.com_Cross Device,1165,0.66,335
2017-11-01,100345_leslieannetarabella.com_Cross Device,0,0,0
2017-11-01,100349_cozycountryliving.com_Cross Device,1009,0.68,47
2017-11-01,100357_happyandblessedhome.com_Cross Device,1077,0.62,86
2017-11-01,100387_entirelyeventfulday.com_Cross Device,121,0.14,52
2017-11-01,100404_sevenclowncircus.com_Cross Device,116,0.09,2
2017-11-01,100408_club.chicacircle.com_Cross Device,1124,0.89,29
2017-11-01,100420_craftsmandrive.com_Cross Device,34,0.04,21
2017-11-01,100424_CityFarmHouse.com_Cross Device,1614,1.09,101
2017-11-01,100444_migonishome.porch.com_Cross Device,15,0.02,5
2017-11-01,100485_eat-drink-love.com_Cross Device,835,0.52,132
2017-11-01,100486_thenerdswife.com_Cross Device,589,0.28,71
2017-11-01,100493_OurThriftyIdeas.com_Cross Device,270,0.11,79
2017-11-01,100499_dreambookdesign.com_Cross Device,113,0.09,23
2017-11-01,100511_athomewithnatalie.com_Cross Device,295,0.18,63
2017-11-01,100517_bakedinthesouth.com_Cross Device,1242,0.75,12
2017-11-01,100519_allthingsgd.com_Cross Device,535,0.31,105
2017-11-01,100528_carissamiss.com_Cross Device,123,0.06,10
2017-11-01,100529_foodstorageandsurvival.com_Cross Device,452,0.24,27
2017-11-01,100551_onelittleproject.com_Cross Device,21430,13.50,1072
2017-11-01,100559_FoodieMisadventures.com_Cross Device,1027,0.58,222
2017-11-01,100562_larkscountryheart.com_Cross Device,0,0,0
2017-11-01,100584_tosimplyinspire.com_Cross Device,1919,1.57,136
2017-11-01,100587_slowcookergourmet.net_Cross Device,10640,2.81,382
2017-11-01,100588_amyscreativeside.com_Cross Device,253,0.24,25
2017-11-01,100602_savvyhomemaking.com_Cross Device,89,0.11,7
2017-11-01,100614_weusecoupons.com_Cross Device,81,0.02,11
2017-11-01,100629_momstestkitchen.com_Cross Device,170,0.11,1
2017-11-01,100658_shrinkingkitchen.com_Cross Device,266,0.19,42
2017-11-01,100664_missiontosave.com_Cross Device,200,0.08,16
2017-11-01,100674_goingawesomeplaces.com_replacement,506,0.85,86
2017-11-01,100719_cornerstoneconfessions.com_Cross Device,1000,0.82,144
2017-11-01,100720_layersofhappiness.com_Cross Device,4495,3.26,407
2017-11-01,100721_lilacsandlonghorns.com_Cross Device,138,0.13,44
2017-11-01,100722_savetosplurge.com_Cross Device,0,0,0
2017-11-01,100723_apple-of-my-eye.com_Cross Device,807,0.36,339
2017-11-01,100744_ablossominglife.com_Cross Device,711,0.25,62
2017-11-01,100747_willivia.com_Cross Device,77,0.03,4
2017-11-01,100752_lifewithlevi.com_Cross Device,39,0.03,10
2017-11-01,100760_thecraftingnook.com_cross device,3810,0.83,162
2017-11-01,100765_sweetpenniesfromheaven.com_Cross Device,70,0.02,3
2017-11-01,100766_thegoldensycamore.com_Cross Device,314,0.11,63
2017-11-01,100778_meandmyinsanity.com_Cross Device,183,0.13,7
2017-11-01,100779_askamanager.org_Desktop,45860,132.74,10967
2017-11-01,100784_intheplayroom.co.uk_Cross Device,991,0.70,25
2017-11-01,100795_imalazymom.com_Cross Device,336,0.30,47
2017-11-01,100799_thebeautifulusefulproject.com_Cross Device,92,0.02,13
2017-11-01,100803_sandytoescreations.com_Cross Device,9,0.00,0
2017-11-01,100820_thisheartofmineblog.com_Cross Device,690,0.25,93
2017-11-01,100848_workingmommagic.com_Cross Device,179,0.28,35
2017-11-01,100854_diyfunideas.com_Cross Device,1484,0.84,176
2017-11-01,100860_thedailyseam.com_Cross Device,241,0.08,66
2017-11-01,100867_michalenecerqua.com_Cross Device,58,0.02,0
2017-11-01,100873_americanheritagecooking.com_Cross Device,2235,3.02,20
2017-11-01,100874_thecottagemama.com_Cross Device,1040,0.68,316
2017-11-01,100880_creatingandco.com_Cross Device,107,0.09,40
2017-11-01,100884_momhomeguide.com_Cross Device,121,0.07,20
2017-11-01,100888_thebensonstreet.com_Cross Device,188,0.05,17
2017-11-01,100903_shockinglydelicious.com_Cross Device,1131,0.60,145
2017-11-01,100906_veggieandthebeastfeast.com_Cross Device,554,0.28,51
2017-11-01,100910_thecentsiblelife.com_Cross Device,662,0.23,54
2017-11-01,100918_ahomewithpurpose.com_Cross Device,769,0.85,115
2017-11-01,100920_hairbuddha.net_Cross Device,4982,2.52,434
2017-11-01,100924_glutenfreeguidehq.com_Cross Device,1,0,0
2017-11-01,100927_pinoyrecipe.net_Cross Device,1710,0.31,109
2017-11-01,100932_busy-mommy.com_Cross Device,271,0.19,54
2017-11-01,100943_freetimefrolics.com_Cross Device,4,0,0
2017-11-01,100955_morewithlesstoday.com_Cross Device,1072,1.56,66
2017-11-01,100956_solveyourtech.com_Cross Device,11822,22.09,7122
2017-11-01,100975_basilmomma.com_Cross Device,169,0.13,7
2017-11-01,100985_udupi-recipes.com_Cross Device,2776,0.54,661
2017-11-01,100989_marvellous-provence.com_Cross Device,503,0.31,193
2017-11-01,100994_gingersnapcrafts.com_Cross Device,881,0.48,115
2017-11-01,100996_sowanddipity.com_Cross Device,244,0.24,53
2017-11-01,101015_geniabeme.com_Cross Device,43,0.10,0
2017-11-01,101016_kidsonaplane.com_Cross Device,459,0.92,245
2017-11-01,101017_thewonderforest.com_Cross Device,2126,0.89,159
2017-11-01,101025_appunwrapper.com_Cross Device,0,0,0
2017-11-01,101026_sprinklebakes.com_Cross Device,2184,1.40,243
2017-11-01,101028_abirdandabean.com_Cross Device,89,0.11,1
2017-11-01,101035_mormonbuzzz.com_Cross Device,49,0.01,10
2017-11-01,101044_jennasuedesign.com/blog_Cross Device,369,0.24,34
2017-11-01,101052_bitesizedbiggie.com_Cross Device,436,0.26,117
2017-11-01,101058_simplyfrugal.ca_Cross Device,0,0,0
2017-11-01,101084_cultofmoney.com_Cross Device,53,0.03,7
2017-11-01,101085_weheartparties.com_Cross Device,424,0.20,350
2017-11-01,101086_thestay-at-home-momsurvivalguide.com_Cross Device,982,0.52,381
2017-11-01,101096_fabnfree.com_Cross Device,2106,0.65,80
2017-11-01,101110_thislilpiglet.net_Cross Device,335,0.20,28
2017-11-01,101114_lets-get-together.com_Cross Device,1622,0.53,122
2017-11-01,101120_loveoffamilyandhome.net_Cross Device,285,0.20,81
2017-11-01,101122_pneumaticaddict.com_Cross Device,281,0.31,57
2017-11-01,101126_homemadeginger.com_Cross Device,719,0.40,30
2017-11-01,101133_thedistractedmom.com_Cross Device,307,0.24,34
2017-11-01,101134_trimestertalk.com_Cross Device,6459,1.99,2369
2017-11-01,101149_morenascorner.com_Cross Device,244,0.10,32
2017-11-01,101173_SimpleSewingProjects.com_Cross Device,504,0.15,54
2017-11-01,101177_refurbished-ideas.com_Cross Device,145,0.05,59
2017-11-01,101190_lifeofasouthernmom.com_Cross Device,81,0.21,15
2017-11-01,101211_mariahspleasingplates.com_Cross Device,102,0.09,13
2017-11-01,101240_HoneysQuilling.com_Cross Device,185,0.04,35
2017-11-01,101241_oursmallhours.com_Cross Device,581,0.27,5
2017-11-01,101247_cleobuttera.com_Cross Device,1992,0.79,89
2017-11-01,101251_michigansavingandmore.com_Cross Device,213,0.25,19
2017-11-01,101259_onlinefanatic.com_Cross Device,4325,1.07,247
2017-11-01,101261_crochetstreet.com_Cross Device,103,0.02,15
2017-11-01,101292_applythelawofattraction.com_Cross Device,2775,1.19,1859
2017-11-01,101307_higherperspectives.com_Desktop,0,0,0
2017-11-01,101307_higherperspectives.com_Mobile,0,0,0
2017-11-01,101333_thefitfork.com_Cross Device,145,0.14,29
2017-11-01,101339_beathem.org_Cross Device,177,0.19,23
2017-11-01,101342_cafelenormand.com_Cross Device,2559,0.43,78
2017-11-01,101344_simplymadewithlove.blogspot.com_Cross Device,1162,0.20,64
2017-11-01,101345_chasethewritedream.com_Cross Device,349,0.18,18
2017-11-01,101346_thecolemines.com_Cross Device,56,0.05,6
2017-11-01,101383_theabroadguide.com_Cross Device,1646,0.83,196
2017-11-01,101391_thefrugalmillionaireblog.com_Cross Device,377,0.29,56
2017-11-01,101393_naivecookcooks.com_Cross Device,1053,0.56,134
2017-11-01,101418_andshegames.com_Cross Device,29,0.03,13
2017-11-01,101419_Newsbake.com - In Article Above Comments,4639,0.82,891
2017-11-01,101421_clairebrodydesigns.com_Cross Device,398,0.37,69
2017-11-01,101425_vodkaandbiscuits.com_Cross Device,816,0.31,35
2017-11-01,101431_johnpavlovitz.com_Cross Device,10932,10.30,1000
2017-11-01,101437_bruisedpassports.com_Cross Device,2279,1.02,608
2017-11-01,101441_inspiremore.com_Below Article,2,0,0
2017-11-01,101441_inspiremore.com_Mobile Static V2 Headline,1,0,0
2017-11-01,101468_livinginretrospect.com_Cross Device,298,0.14,40
2017-11-01,101476_jojocrews.com_Cross Device,1695,0.23,458
2017-11-01,101507_coolcrafts.com_Cross Device,1213,0.55,49
2017-11-01,101529_preparetoserve.com_Cross Device,2334,0.41,618
2017-11-01,101548_mobilestrikedata.com_Cross Device,151,0.06,26
2017-11-01,101554_thebellyrulesthemind.net_Cross Device,1026,0.31,170
2017-11-01,101575_financetwitter.com_Cross Device,1282,0.56,109
2017-11-01,101577_trimesterfashion.com_Cross Device,459,0.15,107
2017-11-01,101585_vikingswarofclansdata.com_Cross Device,511,0.28,118
2017-11-01,101590_capitolromance.com_Cross Device,335,0.13,19
2017-11-01,101600_mommyskitchen.net_Cross Device,1027,0.46,192
2017-11-01,101626_youputiton.com_Cross Device,4,0,0
2017-11-01,101675_dachshundreport.com_Cross Device,33,0.01,10
2017-11-01,101694_whiskaffair.com_Cross Device,2070,1.72,233
2017-11-01,101701_fitting-it-all-in.com_Cross Device,1934,2.71,321
2017-11-01,101702_doesitreallywork.org_Cross Device,5651,7.92,1498
2017-11-01,101710_blogchef.net_Cross Device,2391,1.51,615
2017-11-01,101717_getdatgadget.com_Cross Device,1070,0.25,128
2017-11-01,101719_examinedexistence.com_Cross Device,1,0,0
2017-11-01,101724_barrentobeautiful.com_Cross Device,155,0.18,5
2017-11-01,101728_cookwithkushi.com_Cross Device,631,0.25,96
2017-11-01,101746_meijermadness.com_Cross Device,1281,3.25,436
2017-11-01,101747_theviveur.com_Cross Device,408,0.17,74
2017-11-01,101766_PoshonPennies.com_Mobile,0,0,0
2017-11-01,101771_foodiefather.net_Cross Device,3,0,0
2017-11-01,101776_cooksinfo.com_Cross Device,455,0.22,88
2017-11-01,101777_healthycanning.com_Cross Device,1421,1.44,122
2017-11-01,101802_cozinhalegal.com.br_Cross Device,4484,0.30,878
2017-11-01,101808_jbklutse.com_Cross Device,2,0,2
2017-11-01,101820_hotairfrying.com_Cross Device,807,0.49,115
2017-11-01,101862_shakeuplearning.com_Cross Device,2,0,0
2017-11-01,101868_industrystandarddesign.com_Cross Device,0,0,0
2017-11-01,101890_blog.myrecipemagic.com_Cross Device,12,0.00,11
2017-11-01,101890_blog.myrecipemagic.com_Mobile,3971,0.61,662
2017-11-01,101909_soccerhighlightstoday.com_Cross Device,11680,8.80,4899
2017-11-01,101913_thepinterestedparent.com_Cross Device,1,0,1
2017-11-01,101919_the5krunner.com_Cross Device,2187,1.00,301
2017-11-01,101924_howtobeperfectwoman.com_Cross Device,32,0.01,2
2017-11-01,101929_powerpyx.com_Cross Device,1,0,0
2017-11-01,101933_realityblurred.com_Cross Device,0,0,0
2017-11-01,101937_yettio.com_Desktop,135,0.12,117
2017-11-01,101937_yettio.com_Mobile,131,0.01,39
2017-11-01,101941_youknowdogs.com_Cross Device,8325,1.67,1058
2017-11-01,101946_conceivesuccess.com_Cross Device,4146,0.99,650
2017-11-01,101953_dailyjelly.com All devices,0,0,0
2017-11-01,101962_insidethemagic.net_Cross Device,4,0,0
2017-11-01,101965_crossingbroad.com_Cross Device,0,0,0
2017-11-01,101969_ksitetv.com_Cross Device,951,0.19,137
2017-11-01,101976_entertainment-focus.com_Cross Device,1704,1.07,193
2017-11-01,101977_petswelcome.com_Cross Device,342,0.21,95
2017-11-01,101982_revolutionradio.org_Cross Device,1817,0.54,525
2017-11-01,101983_breakingsoup.com_Cross Device,12483,20.63,12259
2017-11-01,101986_n4g.com_Desktop,1,0,1
2017-11-01,101990_spartareport.com_Desktop,1482,5.49,1473
2017-11-01,101990_spartareport.com_Mobile,0,0,0
2017-11-01,101991_iheartdrama.tv_Desktop,1,0,1
2017-11-01,101995_simplyhealth.io_Mobile,0,0,0
2017-11-01,102000_pilatesandyogafitness.com_Desktop,0,0,0
2017-11-01,102000_pilatesandyogafitness.com_Mobile,0,0,0
2017-11-01,102003_dailyhealthpost.com_Desktop,0,0,0
2017-11-01,102003_dailyhealthpost.com_Mobile,18493,13.92,625
2017-11-01,102009_besttoeat.com_Cross Device,1895,0.65,317
2017-11-01,102019_friendproject.net_Desktop,729,0.33,534
2017-11-01,102019_friendproject.net_Mobile,6,0,3
2017-11-01,102021_abbeyskitchen.com_8ad671fa-f3da-4c7e-897b-704a04aabc50,0,0,0
2017-11-01,102021_abbeyskitchen.com_Cross Device,3497,0.88,67
2017-11-01,102022_greenarrowtv.com_Cross Device,820,0.16,102
2017-11-01,102031_flashtvnews.com_Cross Device,1947,0.32,76
2017-11-01,102033_mustardseedmoney.com_Cross Device,222,0.11,37
2017-11-01,700013_wokandskillet.com_Cross Device,272,0.26,10
2017-11-01,700021_designeddecor.com_Cross Device,521,0.30,71
2017-11-01,700029_eclecticmomsense.com_Cross Device,563,0.23,179
2017-11-01,700055_blueyonderurbanfarms.com_Cross Device,85,0.09,11
2017-11-01,700060_freshcrush.com_Cross Device,434,0.28,84
2017-11-01,700062_utahsadventurefamily.com_Cross Device,284,0.21,22
2017-11-01,700069_abccreativelearning.com_Cross Device,354,0.14,18
2017-11-01,700070_nessamakes.com_Cross Device,39,0.02,8
2017-11-01,700098_casutalaurei.ro_Cross Device,786,0.06,135
2017-11-01,700112_thefragglemomma.com_Cross Device,134,0.14,56
2017-11-01,700113_lizoncall.com_Cross Device,718,0.29,109
2017-11-01,700118_happydealhappyday.com_Cross Device,703,0.32,85
2017-11-01,700122_rhapsodyinrooms.com_Cross Device,46,0.05,4
2017-11-01,700165_lizs-early-learning-spot.com_Cross Device,57,0.08,10
2017-11-01,700176_dearcreatives.com_Cross Device,79,0.03,19
2017-11-01,700182_thechroniclesofhome.com_Cross Device,438,0.55,94
2017-11-01,700201_thehoneycombhome.com_Cross Device,471,0.45,93
2017-11-01,700203_charmingimperfections.com_Cross Device,270,0.13,52
2017-11-01,700206_justinasgems.com_Cross Device,263,0.15,28
2017-11-01,700208_merrypad.com_Cross Device,284,0.26,80
2017-11-01,700210_theshirleyjourney.com_Cross Device,211,0.19,6
2017-11-01,700234_thestonybrookhouse.com_Cross Device,454,0.31,44
2017-11-01,700254_lifeanchored.com_Cross Device,85,0.09,1
2017-11-01,700288_classycurlies.com_Cross Device,48,0.06,16
2017-11-01,700328_thehillhangout.com_Cross Device,326,0.19,25
2017-11-01,700339_thetechieguy.com_Cross Device,14,0.04,0
2017-11-01,700345_rockymountaincooking.com_Cross Device,73,0.19,3
2017-11-01,700347_whilecamdensleeps.com_Cross Device,162,0.04,7
2017-11-01,700356_justalittlecreativity.com_Cross Device,245,0.16,47
2017-11-01,700357_frugalfindsduringnaptime.com_Cross Device,0,0,0
2017-11-01,700361_anallievent.com_Cross Device,1656,1.00,76
2017-11-01,700378_craftandtell.com_Cross Device,62,0.01,16
2017-11-01,700385_addicted2recipes.com_Cross Device,114,0.06,20
2017-11-01,700386_lovingchristministries.com_Cross Device,223,0.20,36
2017-11-01,700393_azgrabaplate.com_Cross Device,577,0.57,65
2017-11-01,700394_preppyrunner.com_Cross Device,556,0.35,76
2017-11-01,700405_stowandtellu.com_Cross Device,422,0.23,38
2017-11-01,700415_6milesdaily.com_Cross Device,0,0,0
2017-11-01,700417_craftytuts.com_Cross Device,1034,0.68,98
2017-11-01,700420_underatexassky.com_Cross Device,141,0.14,14
2017-11-01,700421_karagorski.com_Cross Device,30,0.02,1
2017-11-01,700432_homestead-acres.com_Cross Device,591,0.34,76
2017-11-01,700434_oursundaycafe.com_Cross Device,28,0.01,1
2017-11-01,700439_thediyfoodie.com_Cross Device,270,0.14,25
2017-11-01,700597_junquecottage.com_Cross Device,115,0.04,10
2017-11-01,Generic Video  - Monumetric  Design,3,0,3
,,3360836,3798.86,543368
